Wall time,Step,Value
1664011578.106035,2000,-0.7921238541603088
1664011641.5001569,4000,-0.6392631530761719
1664011703.874363,6000,-0.7929576635360718
1664011768.6823988,8000,-0.6740368008613586
1664011830.8539815,10000,-0.6071311831474304
1664011893.9267128,12000,-0.709010899066925
1664011956.6438935,14000,-0.7120166420936584
1664012019.114062,16000,-0.6272019743919373
1664012081.6031735,18000,-0.6708463430404663
1664012144.6521723,20000,-0.5653370022773743
1664012208.8845475,22000,-0.5140559673309326
1664012271.5257633,24000,-0.5288475155830383
1664012333.8940558,26000,-0.5662375092506409
1664012396.4712822,28000,-0.5841299295425415
1664012459.0984101,30000,-0.5204453468322754
1664012522.6284556,32000,-0.43505164980888367
1664012584.9171605,34000,-0.48525598645210266
1664012647.0423865,36000,-0.5409067273139954
1664012709.5324893,38000,-0.4379705488681793
1664012771.9946275,40000,-0.51704341173172
1664012835.6562028,42000,-0.42478910088539124
1664012898.1113462,44000,-0.4141676425933838
1664012960.5814054,46000,-0.4596628248691559
1664013022.8175955,48000,-0.3634156584739685
1664013085.624327,50000,-0.4810940623283386
1664013148.8375046,52000,-0.31922465562820435
1664013211.44288,54000,-0.29676753282546997
1664013273.89709,56000,-0.3016390800476074
1664013336.5165186,58000,-0.3022521734237671
1664013399.1166134,60000,-0.39725300669670105
1664013462.2336705,62000,-0.27617424726486206
1664013524.5183618,64000,-0.325965940952301
1664013586.9734914,66000,-0.27484291791915894
1664013649.2100384,68000,-0.2900072932243347
1664013711.9646618,70000,-0.16314497590065002
1664013775.0908778,72000,-0.2764853239059448
1664013837.0899734,74000,-0.12922820448875427
1664013899.2111022,76000,-0.23720236122608185
1664013961.6981597,78000,-0.1319526731967926
1664014023.9352043,80000,-0.07264416664838791
1664014086.7768216,82000,-0.14505863189697266
1664014149.1088622,84000,-0.02402082085609436
1664014211.6544306,86000,-0.09554056823253632
1664014274.2155979,88000,0.011876259930431843
1664014336.4406958,90000,0.0810641273856163
1664014399.8477893,92000,-0.05442686006426811
1664014462.3558512,94000,0.002704429905861616
1664014524.5214272,96000,0.03752264007925987
1664014587.4261756,98000,-0.06032434105873108
1664014649.4683144,100000,0.024777229875326157
1664014712.6879911,102000,0.07515860348939896
1664014775.035026,104000,-0.010138389654457569
1664014837.547122,106000,0.06450182944536209
1664014900.1682262,108000,-0.005040510091930628
1664014962.2683089,110000,0.04350152984261513
1664015025.2363214,112000,0.17083583772182465
1664015087.4513912,114000,0.12161830067634583
1664015150.1044216,116000,0.236173614859581
1664015212.393443,118000,-0.07622574269771576
1664015274.5597634,120000,0.1632767915725708
1664015337.6209364,122000,0.18665216863155365
1664015399.9254918,124000,0.15575703978538513
1664015462.330698,126000,0.1959310919046402
1664015524.1357048,128000,0.10617396235466003
1664015586.247793,130000,0.12634792923927307
1664015649.6715608,132000,0.23343056440353394
1664015711.5746326,134000,0.25344064831733704
1664015774.4481695,136000,0.17796850204467773
1664015836.5162578,138000,0.18018345534801483
1664015898.8584626,140000,0.2111975997686386
1664015961.511532,142000,0.15097683668136597
1664016024.4095953,144000,0.22556473314762115
1664016086.4677212,146000,0.13860538601875305
1664016148.4507177,148000,0.0843091607093811
1664016210.4537988,150000,0.15734489262104034
1664016273.8958368,152000,0.13566851615905762
1664016336.628838,154000,0.12544168531894684
1664016398.7748868,156000,0.12499956786632538
1664016460.8620217,158000,0.15962247550487518
1664016523.0356388,160000,0.12856489419937134
