Wall time,Step,Value
1664030466.45598,2000,-0.6982609629631042
1664030528.9636126,4000,-0.6624019742012024
1664030591.7437077,6000,-0.6772369146347046
1664030655.1173527,8000,-0.6341705322265625
1664030718.2645555,10000,-0.6935312151908875
1664030781.4154124,12000,-0.6371336579322815
1664030843.8080688,14000,-0.5830939412117004
1664030906.428189,16000,-0.6052896976470947
1664030969.4713225,18000,-0.5693097114562988
1664031032.4413996,20000,-0.6496526002883911
1664031095.421053,22000,-0.5901769995689392
1664031157.9082108,24000,-0.5627038478851318
1664031220.3249974,26000,-0.5333494544029236
1664031283.2896428,28000,-0.5080966353416443
1664031345.4643016,30000,-0.4990362823009491
1664031408.4299083,32000,-0.4704433083534241
1664031471.0385711,34000,-0.4606139063835144
1664031533.8177023,36000,-0.45984789729118347
1664031596.8118422,38000,-0.4849209487438202
1664031659.2678926,40000,-0.4037630259990692
1664031722.4137208,42000,-0.3470305800437927
1664031784.7838254,44000,-0.40319913625717163
1664031847.4809797,46000,-0.3546109199523926
1664031910.955207,48000,-0.3318898677825928
1664031973.5134969,50000,-0.3348677456378937
1664032036.64756,52000,-0.33334794640541077
1664032099.3186176,54000,-0.33858171105384827
1664032162.4126866,56000,-0.3323989510536194
1664032225.6442497,58000,-0.2815605700016022
1664032288.4402797,60000,-0.24796706438064575
1664032351.7343235,62000,-0.22285662591457367
1664032414.4733865,64000,-0.2537465989589691
1664032477.5205262,66000,-0.22927896678447723
1664032540.4105663,68000,-0.18309974670410156
1664032602.7695322,70000,-0.16085012257099152
1664032665.7095869,72000,-0.17953459918498993
1664032728.1909723,74000,-0.15506966412067413
1664032791.0501456,76000,-0.13849690556526184
1664032854.1317363,78000,-0.13048173487186432
1664032916.5077512,80000,-0.12044768780469894
1664032979.295275,82000,-0.10975029319524765
1664033042.7752957,84000,-0.11279115080833435
1664033105.4703076,86000,-0.09838210046291351
1664033168.6763537,88000,-0.09022495150566101
1664033232.422418,90000,-0.09907142072916031
1664033295.5449605,92000,-0.08257578313350677
1664033358.7910247,94000,-0.0456051304936409
1664033421.061579,96000,-0.04691116884350777
1664033484.0647018,98000,-0.05154009908437729
1664033546.7251928,100000,-0.04413753002882004
1664033610.065755,102000,-0.048786841332912445
1664033672.7953048,104000,-0.02648708038032055
1664033735.391408,106000,-0.028472529724240303
1664033798.353018,108000,-0.023270489647984505
1664033860.8170977,110000,-0.05027978867292404
1664033923.7976484,112000,-0.01917213946580887
1664033986.092921,114000,-0.007798190228641033
1664034048.6269479,116000,0.009905249811708927
1664034112.0739477,118000,0.0025770599022507668
1664034174.9409566,120000,0.01380033977329731
1664034238.3825538,122000,0.001923650037497282
1664034300.853595,124000,0.014071060344576836
1664034363.2067072,126000,-0.005508230067789555
1664034426.4808018,128000,0.0032355899456888437
1664034489.3829696,130000,0.0370013490319252
1664034552.396979,132000,0.02815580926835537
1664034614.7780015,134000,0.039821311831474304
1664034677.1801383,136000,0.024098020046949387
1664034740.220767,138000,0.03699038177728653
1664034802.96577,140000,0.03752655163407326
1664034865.8125498,142000,0.04843743145465851
1664034928.494165,144000,0.07719264924526215
1664034991.196268,146000,0.05052272975444794
1664035054.2637575,148000,0.04555758088827133
1664035117.3628995,150000,0.05270570144057274
1664035180.3640954,152000,0.07309377938508987
1664035242.8301885,154000,0.043946851044893265
1664035305.6623018,156000,0.05265532061457634
1664035369.2133765,158000,0.07808786630630493
1664035432.0405457,160000,0.07856492698192596
1664035495.251627,162000,0.08862535655498505
1664035557.7532394,164000,0.09396416693925858
1664035620.1923587,166000,0.06905695050954819
1664035683.689568,168000,0.060395240783691406
1664035746.1126602,170000,0.10329529643058777
1664035809.1257706,172000,0.09927186369895935
1664035871.864787,174000,0.0711224302649498
1664035934.137596,176000,0.07910320907831192
1664035997.428153,178000,0.09457878768444061
