Wall time,Step,Value
1662074672.6612854,4096,-0.10522346943616867
1662074856.186797,8192,-0.017866160720586777
1662075041.4386508,12288,0.02898979000747204
1662075225.8241682,16384,0.05098747834563255
1662075412.0090594,20480,0.19830802083015442
1662075595.7644176,24576,0.13252335786819458
1662075780.148208,28672,0.1479605883359909
1662075968.8278086,32768,0.24141207337379456
1662076153.3075855,36864,0.1866464763879776
1662076338.6929977,40960,0.2574123442173004
1662076522.798625,45056,0.20708255469799042
1662076707.1348693,49152,0.20018607378005981
1662076892.3349462,53248,0.30364981293678284
1662077076.6206539,57344,0.445211797952652
1662077266.0212517,61440,0.2922842502593994
1662077450.7826915,65536,0.29542869329452515
1662077635.5698917,69632,0.3750036060810089
1662077819.1589627,73728,0.3239917755126953
1662078003.4969535,77824,0.4637232720851898
1662078187.6659596,81920,0.30180802941322327
1662078379.544968,86016,0.4337547719478607
1662078568.9384239,90112,0.47018760442733765
1662078752.8776655,94208,0.3578689694404602
1662078937.8822813,98304,0.5648461580276489
1662079122.2995014,102400,0.408085435628891
1662079306.4445636,106496,0.4825249910354614
1662079491.1180584,110592,0.4843507707118988
1662079674.8331618,114688,0.632727324962616
1662079863.8716621,118784,0.4417615234851837
1662080048.06456,122880,0.26758572459220886
1662080232.4134905,126976,0.6651672124862671
1662080417.5984175,131072,0.402579128742218
1662080601.6993625,135168,0.39224860072135925
1662080785.7575083,139264,0.5723267197608948
1662080970.456041,143360,0.38439998030662537
1662081158.5595613,147456,0.4186805486679077
1662081343.4515216,151552,0.36351659893989563
1662081527.6544795,155648,0.45666542649269104
1662081711.9536474,159744,0.5668067336082458
1662081896.5633862,163840,0.44258129596710205
1662082081.1560996,167936,0.6423125267028809
1662082269.8521192,172032,0.4823644757270813
1662082473.752175,176128,0.5659077167510986
1662082657.979901,180224,0.5296615362167358
1662082842.5134416,184320,0.6096583604812622
1662083026.4575884,188416,0.5851531624794006
1662083211.2088227,192512,0.4113823175430298
1662083396.6226006,196608,0.5504074096679688
1662083581.2864134,200704,0.3752870261669159
1662083772.8973129,204800,0.6431358456611633
1662083956.9490023,208896,0.5692936778068542
1662084141.9726808,212992,0.6280853152275085
1662084330.3988223,217088,0.46933236718177795
1662084537.4391372,221184,0.614877462387085
1662084720.9866102,225280,0.3959861099720001
1662084910.2887003,229376,0.7629904747009277
1662085100.9080796,233472,0.7824795246124268
1662085285.6760294,237568,0.5170469284057617
1662085470.635364,241664,0.46505430340766907
1662085655.6836746,245760,0.4397544860839844
1662085839.968145,249856,0.7695286870002747
1662086024.824838,253952,0.4113723337650299
1662086209.5316172,258048,0.40578699111938477
1662086398.781672,262144,0.5887465476989746
1662086585.829854,266240,0.4969470202922821
1662086770.392832,270336,0.4765531122684479
1662086954.6678147,274432,0.6366139054298401
1662087139.3874888,278528,0.4859692454338074
1662087324.1752856,282624,0.5561504364013672
1662087509.1128073,286720,0.662249743938446
1662087696.9213998,290816,0.5164522528648376
1662087882.335365,294912,0.60771244764328
1662088067.1274586,299008,0.4088085889816284
1662088256.3583035,303104,0.36653321981430054
1662088441.8529046,307200,0.7367282509803772
1662088626.6373103,311296,0.4759780466556549
1662088811.6198108,315392,0.5598432421684265
1662089000.3786082,319488,0.48432573676109314
1662089184.8631217,323584,0.5458290576934814
1662089370.3362913,327680,0.6425007581710815
1662089558.5863092,331776,0.47983527183532715
1662089743.75734,335872,0.5453574061393738
1662089927.930532,339968,0.5051320195198059
1662090117.2591112,344064,0.5082335472106934
1662090307.1303945,348160,0.6760462522506714
1662090492.4756553,352256,0.7289332747459412
1662090677.3763275,356352,0.3364485800266266
1662090863.2318974,360448,0.4781815707683563
1662091048.016345,364544,0.3590732514858246
1662091232.4658785,368640,0.5355367064476013
1662091427.5466425,372736,0.582465648651123
1662091616.0651224,376832,0.5936806201934814
1662091800.7083387,380928,0.4856564402580261
1662091985.6071253,385024,0.673423171043396
1662092170.5100887,389120,0.5773341655731201
1662092353.9740946,393216,0.5226223468780518
1662092543.1108813,397312,0.571502149105072
1662092728.096103,401408,0.559607982635498
1662092921.59147,405504,0.5584756135940552
1662093106.4287424,409600,0.5585578680038452
1662093291.340347,413696,0.5560887455940247
1662093476.5851266,417792,0.7333664894104004
1662093662.0852678,421888,0.6291370391845703
1662093846.8354027,425984,0.6075193881988525
1662094032.5992582,430080,0.5451292991638184
1662094221.407697,434176,0.5136337280273438
1662094406.1772807,438272,0.467768132686615
1662094590.2960386,442368,0.5176090002059937
1662094778.745311,446464,0.4564027786254883
1662094962.8221676,450560,0.6655334234237671
1662095147.049992,454656,0.5201053023338318
1662095332.6064255,458752,0.5548832416534424
1662095521.122495,462848,0.4463500380516052
1662095705.1611388,466944,0.577772855758667
1662095889.5316155,471040,0.606448769569397
1662096075.6757994,475136,0.4400888681411743
1662096268.9391444,479232,0.5835433006286621
1662096457.6894112,483328,0.6919739842414856
1662096644.300694,487424,0.5483961701393127
1662096832.7484584,491520,0.67018723487854
1662097017.338617,495616,0.6231966018676758
1662097202.7975662,499712,0.6764718294143677
1662097392.2865262,503808,0.7209407687187195
1662097576.4018342,507904,0.7105870246887207
1662097760.3557324,512000,0.7641150951385498
1662097945.34057,516096,0.6527808904647827
1662098136.2860625,520192,0.5933030843734741
1662098322.756253,524288,0.511046826839447
1662098516.9458883,528384,0.6927003264427185
1662098712.0626369,532480,0.5782778263092041
1662098905.0191844,536576,0.6894006729125977
1662099129.3256729,540672,0.6943460702896118
1662099351.5035293,544768,0.6477501392364502
